name,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,cityofpractice,probonoserviceprovided,clientdemographics,total_score
Jayesh Aggarwal,4,"Human Rights Law, Labor Law, and Consumer Protection Law",3,High Court,191.2019645,86.30143419,"Telugu, Telugu and Urdu",Bangalore,yes,Large Corporations,11
Tiya Banik,22,"Constitutional Law, Family Law, and Corporate Law",1,District Court,113.8299789,101.0269817,"Tamil, Odia and Tamil",Mumbai,no,Individuals,12.5
Yuvaan Sheth,2,"Labor Law, Corporate Law, and Banking and Finance Law",3.004576659,Specialized Court,146.2105448,89.33090202,"Odia, Gujarati and Telugu",Hyderabad,no,Small Businesses,15.5
Eva Ahuja,10,"Civil Law, Civil Law, and Environmental Law",1,Specialized Court,97.48114088,62.27612205,"Punjabi, Tamil and Malayalam",Delhi,no,Individuals,13.5
Kimaya Dhingra,5,"Environmental Law, Civil Law, and Consumer Protection Law",4,District Court,357.3813088,59.33056494,"Hindi, Bengali and Malayalam",Mumbai,yes,Large Corporations,12.5
Manikya Ravel,27,"Criminal Law, Intellectual Property Law, and Consumer Protection Law",5,Specialized Court,347.3273269,81.3152367,"Kannada, Odia and Malayalam",Bangalore,yes,Individuals,27.5
Hansh Chahal,10,"Human Rights Law, Intellectual Property Law, and Consumer Protection Law",1,High Court,477.7728672,105.8415188,"Hindi, Tamil and Odia",Bangalore,no,Individuals,11
Kabir Singh,1,"Corporate Law, Family Law, and Civil Law",5,Supreme Court,378.3552861,101.8243748,"Odia, Gujarati and Telugu",Kolkata,yes,Individuals,20
Tushar Kurian,22,"Constitutional Law, Tax Law, and Tax Law",2,Supreme Court,73.42062744,103.7111575,"Urdu, Odia and Bengali",Mumbai,yes,Small Businesses,22
Prerak Banik,6,"Corporate Law, Intellectual Property Law, and Human Rights Law",4,Specialized Court,447.9103283,75.19430732,"Hindi, Marathi and Tamil",Bangalore,no,Large Corporations,17.5
Aradhya Kunda,13,"Constitutional Law, Real Estate Law, and Environmental Law",2,District Court,438.2038233,114.2380874,"Kannada, Odia and Odia",Chennai,yes,Individuals,10.5
Dhruv Buch,15,"Criminal Law, Consumer Protection Law, and Constitutional Law",4,High Court,249.4941443,75.5266005,"Tamil, Hindi and Kannada",Kolkata,yes,Small Businesses,19
Shanaya Golla,4,"Immigration Law, Corporate Law, and Medical Law",2.858744395,Supreme Court,313.6383727,89.76723953,"Gujarati, Assamese and Urdu",Delhi,no,Large Corporations,16
Ivana Tak,13,"Real Estate Law, Human Rights Law, and Media and Entertainment Law",5,High Court,489.2352496,89.84471565,"Gujarati, Urdu and Telugu",Kolkata,no,Large Corporations,19
Dharmajan Gour,24,"Immigration Law, Environmental Law, and Human Rights Law",2,Specialized Court,289.5369637,87.3918927,"Gujarati, Bengali and Urdu",Hyderabad,no,Large Corporations,19.5
Rhea Kant,20,"Constitutional Law, Human Rights Law, and Human Rights Law",2,Specialized Court,457.3948228,110.0788821,"Urdu, Kannada and Tamil",Hyderabad,no,Individuals,19.5
Indranil Khare,24,"Tax Law, Family Law, and Intellectual Property Law",1,Supreme Court,87.36744101,79.4233422,"Malayalam, Tamil and Hindi",Delhi,yes,Individuals,20
Yashvi Iyer,15,"Medical Law, Criminal Law, and Consumer Protection Law",2,Specialized Court,135.9733409,69.75592116,"Kannada, Telugu and Tamil",Chennai,yes,Individuals,17.5
Stuvan Sane,29,"Banking and Finance Law, Environmental Law, and Tax Law",1,District Court,248.3397245,90.29993229,"Odia, Bengali and Gujarati",Delhi,no,Large Corporations,14.5
Purab Ravi,8,"Real Estate Law, Environmental Law, and Banking and Finance Law",3,Specialized Court,313.1405638,84.00259899,"Assamese, Kannada and Odia",Mumbai,no,Large Corporations,15.5
Tara Mani,5,"Environmental Law, Immigration Law, and Labor Law",3,Specialized Court,417.3025333,140.6607438,"Bengali, Gujarati and Assamese",Delhi,yes,Individuals,15.5
Zoya Wali,29,"Real Estate Law, Media and Entertainment Law, and Civil Law",3,Specialized Court,494.7179518,100.1476121,"Gujarati, Odia and Hindi",Delhi,yes,Individuals,23.5
Samarth Gaba,15,"Medical Law, Family Law, and Medical Law",3.085416667,High Court,224.9831734,91.07675778,"Bengali, Kannada and Telugu",Kolkata,yes,Large Corporations,19
Nehmat Loyal,4,"Corporate Law, Family Law, and Tax Law",2,High Court,71.33703626,74.15832646,"Urdu, Malayalam and Kannada",Chennai,no,Large Corporations,9
Hansh Mane,12,"Civil Law, Civil Law, and Immigration Law",1,Supreme Court,410.5271765,61.79567384,"Bengali, Marathi and Urdu",Delhi,no,Small Businesses,16
Nayantara Walia,13,"Corporate Law, Constitutional Law, and Constitutional Law",4,Supreme Court,321.9713236,74.62171371,"Punjabi, Bengali and Tamil",Mumbai,no,Small Businesses,22
Mohanlal Tank,2,"Consumer Protection Law, Human Rights Law, and Medical Law",1,Supreme Court,139.3442865,91.72412658,"Urdu, Bengali and Punjabi",Kolkata,no,Individuals,12
Kiaan Aggarwal,27,"Corporate Law, Tax Law, and Family Law",3,Specialized Court,272.6728055,111.4099298,"Bengali, Bengali and Bengali",Chennai,yes,Large Corporations,23.5
Aarna Balan,19,"Environmental Law, Constitutional Law, and Civil Law",1,High Court,384.0396105,106.8253371,"Hindi, Malayalam and Telugu",Chennai,no,Large Corporations,13
Rati Chada,19,"Tax Law, Banking and Finance Law, and Medical Law",4,District Court,396.6853042,93.43642247,"Gujarati, Assamese and Assamese",Bangalore,no,Small Businesses,16.5
Nakul Bhatti,4,"Immigration Law, Media and Entertainment Law, and Real Estate Law",2,Specialized Court,274.8282854,85.15248501,"Telugu, Urdu and Bengali",Hyderabad,yes,Large Corporations,11.5
Samar Sarin,4,"Immigration Law, Real Estate Law, and Labor Law",1,Specialized Court,187.3465386,94.03218535,"Assamese, Gujarati and Hindi",Mumbai,no,Individuals,9.5
Indrajit Johal,26,"Banking and Finance Law, Medical Law, and Consumer Protection Law",3.004576659,Specialized Court,488.1841619,89.33090202,"Marathi, Assamese and Gujarati",Hyderabad,no,Small Businesses,25.5
Riaan Doctor,11,"Intellectual Property Law, Banking and Finance Law, and Criminal Law",3,District Court,348.5131749,115.7754599,"Urdu, Urdu and Telugu",Kolkata,no,Large Corporations,12.5
Vritika Saha,27,"Media and Entertainment Law, Criminal Law, and Civil Law",2,Supreme Court,233.7068837,87.16214728,"Tamil, Bengali and Gujarati",Kolkata,yes,Large Corporations,24
Ehsaan Bhakta,5,"Constitutional Law, Environmental Law, and Intellectual Property Law",1,District Court,176.2084509,88.70493213,"Marathi, Marathi and Assamese",Mumbai,yes,Individuals,6.5
Hunar Lal,20,"Media and Entertainment Law, Civil Law, and Constitutional Law",4,Supreme Court,378.9963424,56.76266362,"Odia, Telugu and Gujarati",Chennai,yes,Large Corporations,26
Rati Bobal,11,"Tax Law, Criminal Law, and Immigration Law",2,District Court,158.9825505,87.0684773,"Urdu, Malayalam and Kannada",Delhi,no,Small Businesses,10.5
Badal Karpe,10,"Intellectual Property Law, Environmental Law, and Medical Law",1,High Court,127.269495,102.5472621,"Urdu, Marathi and Hindi",Mumbai,no,Small Businesses,11
Tara Bath,8,"Medical Law, Real Estate Law, and Criminal Law",5,Specialized Court,288.42525,73.98416134,"Bengali, Tamil and Tamil",Kolkata,no,Large Corporations,19.5
Adira Chauhan,6,"Media and Entertainment Law, Constitutional Law, and Criminal Law",3,Specialized Court,180.4943267,78.73919498,"Urdu, Gujarati and Punjabi",Hyderabad,no,Large Corporations,15.5
Umang Viswanathan,6,"Media and Entertainment Law, Family Law, and Labor Law",4,Specialized Court,333.0073152,101.8906653,"Gujarati, Odia and Odia",Mumbai,no,Large Corporations,17.5
Ira Ratta,8,"Consumer Protection Law, Intellectual Property Law, and Medical Law",2.858744395,Supreme Court,103.0724037,89.76723953,"Kannada, Malayalam and Assamese",Chennai,no,Large Corporations,18
Aaryahi Rama,23,"Criminal Law, Human Rights Law, and Tax Law",4,District Court,344.7234971,105.8670151,"Kannada, Bengali and Malayalam",Bangalore,yes,Small Businesses,18.5
Nakul Rau,15,"Medical Law, Intellectual Property Law, and Intellectual Property Law",3,High Court,177.4834376,82.01784165,"Odia, Kannada and Gujarati",Bangalore,no,Individuals,17
Nitya Baria,26,"Constitutional Law, Consumer Protection Law, and Tax Law",1,District Court,50.1093205,84.17147669,"Punjabi, Telugu and Hindi",Delhi,no,Small Businesses,14.5
Bhamini Gour,14,"Media and Entertainment Law, Labor Law, and Immigration Law",2,Specialized Court,107.121226,73.14182392,"Malayalam, Odia and Kannada",Delhi,yes,Large Corporations,15.5
Urvi Borah,11,"Constitutional Law, Immigration Law, and Medical Law",1,High Court,470.12692,95.67069391,"Assamese, Punjabi and Telugu",Chennai,yes,Large Corporations,11
Indrans Bajwa,12,"Labor Law, Tax Law, and Criminal Law",2,High Court,440.3095876,126.8980798,"Telugu, Assamese and Marathi",Hyderabad,no,Small Businesses,13
Gokul Jhaveri,26,"Labor Law, Real Estate Law, and Intellectual Property Law",4,Specialized Court,155.1240644,101.7224586,"Punjabi, Marathi and Marathi",Delhi,yes,Small Businesses,25.5
Romil Bal,13,"Family Law, Immigration Law, and Intellectual Property Law",1,District Court,400.267357,77.03572107,"Gujarati, Telugu and Punjabi",Bangalore,no,Large Corporations,8.5
Neelofar Dubey,8,"Medical Law, Consumer Protection Law, and Corporate Law",4,Specialized Court,323.8572169,107.0343088,"Gujarati, Punjabi and Assamese",Chennai,yes,Small Businesses,17.5
Shlok Tak,18,"Family Law, Media and Entertainment Law, and Human Rights Law",2.967963387,District Court,486.9071202,90.24561363,"Hindi, Urdu and Kannada",Chennai,no,Large Corporations,14.5
Misha Kant,25,"Corporate Law, Consumer Protection Law, and Media and Entertainment Law",4,High Court,218.1225468,110.6172747,"Kannada, Punjabi and Hindi",Chennai,yes,Small Businesses,23
Gatik Issac,1,"Criminal Law, Tax Law, and Constitutional Law",4,High Court,356.6572756,102.100146,"Marathi, Odia and Kannada",Mumbai,yes,Large Corporations,13
Arhaan Bhalla,15,"Real Estate Law, Medical Law, and Banking and Finance Law",2,Specialized Court,78.59107509,45.85287652,"Tamil, Gujarati and Odia",Hyderabad,no,Small Businesses,17.5
Kismat Taneja,8,"Banking and Finance Law, Environmental Law, and Medical Law",5,High Court,228.3113061,74.93880551,"Urdu, Marathi and Odia",Hyderabad,no,Large Corporations,17
Dhanush Das,28,"Real Estate Law, Immigration Law, and Criminal Law",4,Supreme Court,483.7179475,104.1657783,"Telugu, Telugu and Tamil",Delhi,yes,Individuals,28
Anaya Tandon,11,"Banking and Finance Law, Constitutional Law, and Criminal Law",4,High Court,292.5413935,92.27485908,"Tamil, Punjabi and Marathi",Hyderabad,yes,Individuals,17
Indrajit Wason,12,"Labor Law, Tax Law, and Intellectual Property Law",5,Supreme Court,179.5457765,74.64366078,"Punjabi, Marathi and Marathi",Kolkata,yes,Small Businesses,24
Shaan Kadakia,12,"Labor Law, Consumer Protection Law, and Tax Law",5,High Court,104.1219334,80.49615727,"Tamil, Telugu and Odia",Bangalore,yes,Individuals,19
Hridaan Balakrishnan,4,"Labor Law, Constitutional Law, and Human Rights Law",1,Specialized Court,366.5877531,61.4064507,"Hindi, Assamese and Kannada",Delhi,no,Large Corporations,9.5
Mohanlal Verma,16,"Tax Law, Family Law, and Criminal Law",3.004576659,Specialized Court,340.1852195,89.33090202,"Telugu, Telugu and Punjabi",Hyderabad,yes,Small Businesses,21.5
Anay Tank,4,"Civil Law, Civil Law, and Intellectual Property Law",5,Supreme Court,218.2724211,123.1603459,"Telugu, Assamese and Punjabi",Bangalore,yes,Small Businesses,20
Pari Kari,5,"Banking and Finance Law, Constitutional Law, and Criminal Law",5,Specialized Court,477.9236083,102.0740009,"Hindi, Odia and Assamese",Delhi,no,Large Corporations,19.5
Fateh Doshi,24,"Medical Law, Media and Entertainment Law, and Media and Entertainment Law",3,High Court,59.99126584,122.856255,"Gujarati, Marathi and Gujarati",Kolkata,no,Large Corporations,19
Mannat Kulkarni,5,"Family Law, Environmental Law, and Banking and Finance Law",5,High Court,186.6757332,103.2359563,"Hindi, Odia and Assamese",Bangalore,no,Large Corporations,17
Neysa Varkey,8,"Tax Law, Intellectual Property Law, and Human Rights Law",2,Specialized Court,464.4812688,105.4121902,"Gujarati, Assamese and Telugu",Kolkata,no,Small Businesses,13.5
Jayan Buch,10,"Immigration Law, Immigration Law, and Intellectual Property Law",4,High Court,194.4209472,119.6111803,"Marathi, Punjabi and Marathi",Bangalore,no,Large Corporations,17
Saksham Trivedi,17,"Real Estate Law, Environmental Law, and Corporate Law",4,District Court,163.5137752,95.65894889,"Odia, Tamil and Odia",Mumbai,no,Individuals,16.5
Hansh Arya,28,"Consumer Protection Law, Labor Law, and Banking and Finance Law",4,District Court,290.3991845,87.19159018,"Gujarati, Gujarati and Kannada",Mumbai,yes,Small Businesses,20.5
Krish Manne,26,"Environmental Law, Human Rights Law, and Banking and Finance Law",4,High Court,420.7107875,105.4898627,"Tamil, Tamil and Assamese",Bangalore,yes,Large Corporations,23
Madhup Kalla,9,"Constitutional Law, Corporate Law, and Medical Law",3.004576659,Specialized Court,96.4160424,89.33090202,"Gujarati, Hindi and Assamese",Bangalore,no,Small Businesses,17.5
Adira Gopal,22,"Family Law, Consumer Protection Law, and Constitutional Law",5,Supreme Court,474.3593193,82.80053036,"Odia, Bengali and Hindi",Kolkata,no,Individuals,28
Vardaniya Rau,19,"Intellectual Property Law, Human Rights Law, and Human Rights Law",4,Specialized Court,407.7827965,79.17646376,"Punjabi, Malayalam and Telugu",Hyderabad,no,Individuals,21.5
Hazel Lal,29,"Human Rights Law, Human Rights Law, and Medical Law",1,Supreme Court,131.562615,92.08284049,"Urdu, Tamil and Assamese",Chennai,yes,Large Corporations,22
Gatik Kala,14,"Immigration Law, Tax Law, and Intellectual Property Law",4,Specialized Court,370.4035825,102.472483,"Hindi, Urdu and Punjabi",Bangalore,yes,Small Businesses,19.5
Shayak Chanda,8,"Media and Entertainment Law, Real Estate Law, and Human Rights Law",5,High Court,223.2314252,101.9713657,"Urdu, Gujarati and Bengali",Delhi,no,Large Corporations,17
Ela Kohli,9,"Medical Law, Labor Law, and Environmental Law",4,District Court,231.0326051,68.637486,"Hindi, Bengali and Bengali",Delhi,no,Small Businesses,12.5
Manjari Balakrishnan,22,"Media and Entertainment Law, Intellectual Property Law, and Human Rights Law",3,Specialized Court,402.4805416,118.674091,"Assamese, Punjabi and Kannada",Delhi,yes,Large Corporations,21.5
Miraan Balan,11,"Media and Entertainment Law, Constitutional Law, and Criminal Law",2,Supreme Court,483.2531636,80.38252606,"Marathi, Odia and Urdu",Mumbai,yes,Large Corporations,18
Krish Dubey,23,"Media and Entertainment Law, Civil Law, and Medical Law",2,District Court,106.9951428,86.02402505,"Kannada, Urdu and Assamese",Hyderabad,yes,Small Businesses,14.5
Nitya Shah,1,"Consumer Protection Law, Environmental Law, and Immigration Law",2.858744395,Supreme Court,239.2836066,89.76723953,"Tamil, Bengali and Assamese",Kolkata,yes,Small Businesses,16
Bhamini Kibe,14,"Family Law, Family Law, and Constitutional Law",2,High Court,266.4237236,130.4749325,"Tamil, Bengali and Assamese",Hyderabad,yes,Individuals,13
Nishith Handa,5,"Environmental Law, Corporate Law, and Corporate Law",2,District Court,219.3403176,93.63106005,"Punjabi, Telugu and Urdu",Mumbai,no,Individuals,8.5
Raghav Rajan,21,"Tax Law, Criminal Law, and Consumer Protection Law",1,Supreme Court,213.4351057,77.23537379,"Malayalam, Hindi and Marathi",Hyderabad,yes,Small Businesses,20
Nayantara Sanghvi,26,"Medical Law, Media and Entertainment Law, and Intellectual Property Law",5,Specialized Court,73.5209004,102.9588532,"Kannada, Odia and Hindi",Hyderabad,yes,Individuals,27.5
Sumer Halder,14,"Criminal Law, Labor Law, and Immigration Law",5,High Court,358.4923793,101.5370367,"Kannada, Punjabi and Malayalam",Delhi,no,Individuals,19
Shray Sura,4,"Constitutional Law, Human Rights Law, and Intellectual Property Law",2,High Court,246.2964877,87.18409465,"Hindi, Malayalam and Gujarati",Bangalore,yes,Small Businesses,9
Priyansh Talwar,22,"Family Law, Civil Law, and Tax Law",2,High Court,137.6572112,102.6091007,"Tamil, Marathi and Kannada",Delhi,no,Small Businesses,17
Amira Choudhary,23,"Civil Law, Criminal Law, and Criminal Law",2,Specialized Court,417.215076,77.62062059,"Assamese, Tamil and Bengali",Hyderabad,no,Small Businesses,19.5
Ishita Gulati,25,"Labor Law, Corporate Law, and Civil Law",3,Specialized Court,411.1523367,82.60622588,"Tamil, Gujarati and Bengali",Bangalore,yes,Large Corporations,23.5
Sumer Wali,1,"Labor Law, Real Estate Law, and Labor Law",2.967963387,District Court,268.8762326,90.24561363,"Kannada, Hindi and Hindi",Kolkata,no,Small Businesses,8.5
Hiran Saxena,22,"Constitutional Law, Real Estate Law, and Family Law",3,Specialized Court,184.3027975,70.14073374,"Hindi, Telugu and Marathi",Chennai,no,Small Businesses,21.5
Aayush Lalla,23,"Environmental Law, Immigration Law, and Tax Law",5,District Court,337.1417266,117.1144621,"Gujarati, Telugu and Urdu",Bangalore,no,Small Businesses,20.5
Zain Rajagopal,19,"Banking and Finance Law, Banking and Finance Law, and Medical Law",1,High Court,179.6684611,114.6214294,"Gujarati, Bengali and Tamil",Mumbai,no,Individuals,13
Bhavin Arya,8,"Consumer Protection Law, Corporate Law, and Immigration Law",4,District Court,156.2035686,90.98682973,"Odia, Kannada and Marathi",Delhi,yes,Small Businesses,12.5
Aarav Rajan,15,"Tax Law, Corporate Law, and Tax Law",1,Supreme Court,378.7315943,114.9439717,"Bengali, Tamil and Marathi",Delhi,yes,Individuals,18
Hunar Chadha,21,"Labor Law, Criminal Law, and Real Estate Law",5,High Court,68.14635787,87.5988827,"Telugu, Hindi and Punjabi",Hyderabad,yes,Large Corporations,23
Shanaya Sachdev,15,"Family Law, Civil Law, and Intellectual Property Law",5,High Court,92.64581197,86.34884546,"Marathi, Assamese and Gujarati",Hyderabad,yes,Small Businesses,21
Reyansh Anand,9,"Intellectual Property Law, Environmental Law, and Intellectual Property Law",1,District Court,53.05467831,90.84765973,"Hindi, Bengali and Gujarati",Hyderabad,yes,Small Businesses,6.5
Aniruddh Ben,21,"Real Estate Law, Tax Law, and Environmental Law",1,High Court,118.8244339,88.12617607,"Gujarati, Hindi and Bengali",Hyderabad,no,Individuals,15
